song_number,song_title,song_lyrics
359,إِلٰهْنَا عَظِيم إِلٰهْنَا أَمِين وحَافِظْ عَهْدُه سنِين وِسنِين,"إِلٰهْنَا عَظِيم إِلٰهْنَا أَمِين
وحَافِظْ عَهْدُه سنِين وِسنِين
بِيِطْعِم شَعْبُه ف بَرِّيَّه
وِيِطْلِق أَسْرَى ومَسْبِيِّين
إِلٰه دَانيآل ورَبّ دَاوُد
بِنُؤمِن إِنُّه مَا زَال مَوْجُود
ينَجِّى عَبِيدُه حَسَب وَعْدُه
مِن سِيف جُلْيَات وجُبّ أُسُود

يَا إِلٰهنا الصَّالِح شُكرًا لِيك
مَهْمَا بنُشْكُر مِش هَا نوَفِّيك
دِي مَرَاحمَك جِيل وَرَا جِيل
وأَمَانتَك ثَابته ومَا بِتزُول
أَعْمَالَك تِشْهَدْ لَك وِتقُول:
يَا رَبّ مَا لَكْش مَثِيل

فِي قَلْب السِّجْن ووَسْط الضِّيق
بتِجِي بقُوَّه يَا أَوْفَى صَدِيق
وِان وِقِف البَحْر قُصَاد شَعْبَك
تشُقُّه وتِعْمِل مِنُّه طَرِيق
مَا فِيه أَبْوَاب وَلَا أَسْوَار
أَمَامَك تِقْوَى يَا جبَّار
وِان اضطهَدُوا ف مَرَّه ولَادَك
نشُوفَك وَسط أَتُون النَّار

إِلٰه آباءنَا وأجدَادنَا
عُهُودَك لِينَا ولِوْلادنَا
يَا فَادي مِن الحُفْرَه حَيَاتنَا
وَواعِدْنَا لِلسَّمَا هَا تَاخُدْنَا 
بِنِعْلِن إِنّ إيمَاننا فِيك
وِان يُوم أَنْكَرْنَا وصَاح الدِّيك
بنَظْرِة حُبّ تدَوِّبنَا
ونِرْجَع تَانِي بتُوبَه إِلِيك"
360,جايين يا أبانا اسمع لدعانا بتواضع يرجع شعبك,"360
مقام: Fm
ميزان: 4/4
نظم: (12و7و6)
(جايين يا أبانا اسمع لدعانا
بتواضع يرجع شعبك
يطلب رحمه من عندك
بقلوب محتاجه إليك)
دا رجانا فيك يا إلهنا
وها نستنى المواعيد
نحوك نرفع أعيننا
وإيماننا فيك بيزيد
بنصدق كل وعودك
دا انت في الوعد أمين
تملا حياتنا من جودك
مجدا ليك يا معين
(أرضنا عطشانه وجروح ماليانا
من فيض حبك تروينا
لمسة إيدك تشفينا
وتردنا تاني إليك)
دا رجانا فيك يا إلهنا
وها نستنى المواعيد
نحوك نرفع أعيننا
وإيماننا فيك بيزيد
بنصدق كل وعودك
دا انت في الوعد أمين
تملا حياتنا من جودك
مجدا ليك يا معين
(بنتوب قدامك بنعود لحنانك
نعلن ملكك في حياتنا
في بيوتنا وفي اجتماعاتنا
وقلوبنا بتسجد ليك)
دا رجانا فيك يا إلهنا
وها نستنى المواعيد
نحوك نرفع أعيننا
وإيماننا فيك بيزيد
بنصدق كل وعودك
دا انت في الوعد أمين
تملا حياتنا من جودك
مجدا ليك يا معين
كتبها: نبيل وصفي
لحنها: سامح روبيل"
361,جَوَّعني ليك واشبعني بيك اشبعنى ربي بفيض غناك,"361
مقام: Cm
ميزان: 4/4
نظم: (10و9و6)
جَوَّعني ليك واشبعني بيك
اشبعنى ربي بفيض غناك
فلا أحتاج في أي جوع
(أن أشبع من سواك)
2
املأ عينىَّ بجمال يسوع
إشغل خيالي بجروح يسوع
فلا أحتاج في أي ضيق
(أن أبحث عن سواك)
2
امسح دموعي ابرئ جروحي
أنت شفائي عزاء روحي
نشيد قلبي هتاف عمري
(إلهي ليس سواك)
2
كتبها:
لحنها:"
362,انت ليك قصد في حياتي ليَّ ضامن إنه يكمل,"362
مقام: Gm
ميزان: 4/4
نظم: (8و7)
(انت ليك قصد في حياتي
ليَّ ضامن إنه يكمل
انت راسم ليَّ سكه
وخطه صالحه مش ها تفشل)
(يوم بيوم عايز امشي فيها
وابقى خاضع بين إيديك
نفسي أتعلم أطيعك
يبقى كل العمر ليك)
عايز اسمع همس صوتك
وابقى ناظر بس ليك
تهدي رجليَّ في طريقك
وانت تنصحني بعينيك
(انت ليك قصد في حياتي
ليَّ ضامن إنه يكمل
انت راسم ليَّ سكه
وخطه صالحه مش ها تفشل)
(كل يوم راح ابقى جنبك
واترمي في حِضنك وادوب
راسي أسند جنب قلبك
وعن خطايايَ أتوب)
منك انت الحكمه نازله
تدِّيها من غير حدود
أصلك انت بتدي للي
يسألك وعليه تجود
(انت ليك قصد في حياتي
ليَّ ضامن إنه يكمل
انت راسم ليَّ سكه
وخطه صالحه مش ها تفشل)
كتبها: باسم رشدي
لحنها: بهجت عدلي"
363,صوته الحلو أتاني وبحنان حبه ناداني,"363
مقام: Cm
ميزان: 4/4
نظم: (8و7)
(صوته الحلو أتاني
وبحنان حبه ناداني)
[من ترى (حبه عجيب)
إلا شخصُ (ذا الحبيب)]
[ينبغي (أنك تزيد)
فأمرن (ماذا تريد)]
(يا حبيب حبك عجيب)
(في الحياه هو رفيقي
في المسير صار طريقي)
[وسط ضيقي (من سواه)
صار صديقي ويداي في يديه]
[ينبغي (أنك تزيد)
فأمرن (ماذا تريد)]
(يا حبيب حبك عجيب)
(ربي لي فرح وعزاء
من كل داء لي دواء)
(كل عمري فيك طاب ويطيب
يا يسوع أنت النصيب أعظم نصيب)
[ينبغي (أنك تزيد)
فأمرن (ماذا تريد)]
(يا حبيب حبك عجيب)
كتبها: هرماس سمير
لحنها: هرماس سمير"
364,لولا النعمه ما كنت أشوفك ولا كان لي مكان في سماك,"364
مقام: Cm
ميزان: 4/4
نظم: (10و8)
لولا النعمه ما كنت أشوفك
ولا كان لي مكان في سماك
أنا مديون لك ربي بعمري
يا اللي فديتني بسفك دماك
(ما انساش أصلي كنت انا عاصي
طول أيامي وكلي معاصي
ضربه طريه في كل كياني
من رجليّ لهامة راسي)
لولا النعمه ما كنت أشوفك
ولا كان لي مكان في سماك
أنا مديون لك ربي بعمري
يا اللي فديتني بسفك دماك
(ياما حاولت وكنت باحاول
أجد الراحه ما كنتش طايل
عشت في وهم سنين، خدعتني
شهوة عيني في عالم زايل)
لولا النعمه ما كنت أشوفك
ولا كان لي مكان في سماك
أنا مديون لك ربي بعمري
يا اللي فديتني بسفك دماك
(نعمه غنيه اتجهت ليّ
فكّت نفسي من العبوديه
لما ناداني يسوع ودعاني
في الحال قلبي اتغير في)
لولا النعمه ما كنت أشوفك
ولا كان لي مكان في سماك
أنا مديون لك ربي بعمري
يا اللي فديتني بسفك دماك
(نعمه تكفي طول الرحله
من بدايتها لحد لقاك
ماشيه معايَ بكل عنايه
لحد ما تيجي تاخدني معاك)
لولا النعمه ما كنت أشوفك
ولا كان لي مكان في سماك
أنا مديون لك ربي بعمري
يا اللي فديتني بسفك دماك
كتبها: نبيل إسحاق
لحنها: عاطف عبده"
365,كل ركبه تسجد ليك واللسان يعترف بيك,"مستحق كل المجد يا يسوع - 365
(مستحق كل المجد يا يسوع)
1
كل ركبه تسجد ليك
واللسان يعترف بيك
مستحق كل المجد
يا يسوع
(لما نيجي نقف قدامك يا يسوع)
2
كل عالي ينحني
كل مهدوم يتبني
لما نيجي نقف قدامك
يا يسوع
(خلي حضورك يملا عنينا يا يسوع)
3
نتغير وعنينا تشوف
مجدك بوجه مكشوف
خلي حضورك يملا عنينا
يا يسوع"
366,يا اللي حوِّلت المراره,"يا اللي حوِّلت المراره - 366
(يا اللي حولت المراره
اللي في حياتي لترنيمات
حتى ضعفي وجهل قلبي
ما منعش الإحسانات)
1
(كل ثانيه في عمري عدت
لو ها تحكي تقول كتير
كل نبضه في قلبي غنت
بافتكر لك كل خير)
(بافتكر لك)4
(بافتكر لك كل خير)
ق
(إحساناتك تاج وطوق
على راسي وعلى قلبي
وجوهر التاج اللي فوق
دا كله موت الصلب ربي)
2
(دا اللي خلاني آجي ساجد
واحني راسي واقول صغير
في الصليب أنا صرت واجد
في المسيح نِعمَ النصير)
(بافتكر لك)4
(بافتكر لك كل خير)
ق
(لُولا مسكة إيدك انت
كنت اضيع ويَّا اللي ضاع
أنا مِش أفضل من اللي
خان وأنكر واللي باع)
3
(قلبي مديون لك يا غالي
وعمري كله أعيش أسير
نعمتك رأفت بحالي
وراح تكمِّل يا قدير)
(بافتكر لك)4
(بافتكر لك كل خير)
ق"
367,بالحكمه إنت وحدك,"بالحكمه إنت وحدك - 367
(بالحكمه إنت وحدك
ماسك زِمام الأمر
كل الخيوط في يَدَّك
وأمين بطول العمر)
1
(ليك الكِلمه الأخيره
مهما قالوا في كلام
عالي وإيدَك قديره
وقلبك مليان حنان)
(صالح إنت ومُحسن
صالح بطول العمر
وفي سترك إنت نسكن
مهما السنين بتمرّ)
2
(مهما الظروف تعاند
وان مرِّت الأزمات
تفضل بتقود وساند
في أصعب الأوقات)
(ما بتدِّي إلا الخير
مهما المشهد ظلام
كله بأمرك يصير
دي وعودك مِش كلام)
3
(تفاصيل العمر عندك
وحاسبها بالإتقان
وحياتي هي مِلكك
حبك أفضل ضمان)
(إديني عينين تشوفك
وتصدَّق بالإيمان
دا ما فيش أمر يفوتك
وفي إيدك السلطان)
4
(يا حبيبي ساعدني أشكر
وأسلِّم واسترِيح
واخضع لك ربي واصبُر
وانت حُكمك صحيح)"
368,وَاثِقْ فِيكْ إنَّكْ هَا تكَمِّل,"368
(يَا اللِّي بَدِيتْ الرِّحْلَه معَايَ
وَاثِقْ فِيكْ إنَّكْ هَا تكَمِّلْ
إنْتَ الْفَرْح في وَقْت بُكَايَا
وانْتَ الْقَلْبْ اللِّي بيِتْحَمِّلْ)
1
(شُكْرًا لِيكْ
يَا اللِّي بتِرْعَانِي
يَا اللِّي إيدِيكْ
دَايْمًا رَافْعَانِي)
ق
(رَغْم انّ انَا بَاتْغَيَّرْ دَايْمًا
إنْتَ أمِينْ مَا بتِتْغَيَّرْشِي
وَعْدَكْ صَادِقْ لَمَّا بتِوْعِدْ
عَنْ وَعْدَكْ إنْتَ مَا تِرْجَعْشِي)
2
(شُكْرًا لِيكْ
يَا اللِّي بتِرْعَانِي
يَا اللِّي إيدِيكْ
دَايْمًا رَافْعَانِي)
ق
(خِطَّه عَظِيمَه مدَبَّرْهَا لِي
رِحْلِةْ عُمْري انْتَ رَاسِمْهَا لِي
سَاعِدْنِي يَا رَبّ أعِيشْ لَكْ عَالِي
فُوقْ الْعَالَمْ فُوقْ أحْوَالِي)
3
(شُكْرًا لِيكْ
يَا اللِّي بتِرْعَانِي
يَا اللِّي إيدِيكْ
دَايْمًا رَافْعَانِي)
ق
(شُوقِي يَا رَبِّي أحِبَّكْ أكْتَرْ
دَا مَاحَدِّشْ بِيحِبِّنِي قَدَّكْ
وَحِّدْ قَلْبِي وخَلِّينِي أسْهَرْ
طُولْ أيَّامِي اشْهَدْ عَنْ حُبَّكْ)
4
(شُكْرًا لِيكْ
يَا اللِّي بتِرْعَانِي
يَا اللِّي إيدِيكْ
دَايْمًا رَافْعَانِي)
ق"
369,الكلمه منك مش أوهام والوعد قلته ومِش أحلام,"369
الكلمه منك مش أوهام
والوعد قلته ومِش أحلام
الكلمه ثابته ووعدك حق
وانت على وعدك سهران
1
ما هو انت ربّ ومِش إنسان
تقول وتوفي وليك سلطان
صادق أمين مش هاقبل شك
أصلك أمرت ومش ندمان
جايين وواثقين إنك حيّ
موجود يا رب بنترجاك
ماسكين في وعدك إنك جاي
بجود عظيم للي استناك
ق
موجود يا رب بنترجاك
إلهي حيّ بنستناك
ربّ الخليقه وكل الأرض
عندك مساند تدِّي ضمان
لو الجبال راح يوم تنهد
مش راح يزول عنا الإحسان
2
بالنعمه تسند ضعف القلب
وبكلمه تشفي من الأحزان
الخوف تقابله بغمر الحب
تزيله، فيزيد الإيمان
جايين وواثقين إنك حيّ
موجود يا رب بنترجاك
ماسكين في وعدك إنك جاي
بجود عظيم للي استناك
ق
موجود يا رب بنترجاك
إلهي حيّ بنستناك"
370,ربي راعيَّ وسلامي عمري ما أحتاج لسواه,"370
ربي راعيَّ وسلامي
عمري ما أحتاج لسواه
في الجدوب هو طعامي
في العطش نبع المياه
1
وإن بوادي الموت مشيت
ليه اخاف وأنا معاه
خيري فيه مضمون وكافي
كل أيام الحياه
قال لي ما تخافش في دخولك
وفي خروجك م الخطر
ها سترك م الريح وإيدي
تكون مظله في المطر
ق
تختبر في كل يوم
إنك على قلبي عزيز
اسمه برج حصين وآمن
للي يلجأ لحماه
واللي من قلبه يآمن
يلقى في الرب النجاه
2
دا الظلام إن زاد وغطى
ع الأراضي والبشر
نوره يشرق مجده يملا
أرض من طلبه وصبر
قال لي ما تخافش في دخولك
وفي خروجك م الخطر
ها سترك م الريح وإيدي
تكون مظله في المطر
ق
تختبر في كل يوم
إنك على قلبي عزيز
يمتلي الفم بمديحه
وافتخر طول عمري بيه
من هداني للمراعي
من حملني على منكبيه
3
لا عوز للي ينادوا له
للي يتكلوا عليه
دي الأسود بتجوع ولكن
يشبِع الناظرين إليه
قال لي ما تخافش في دخولك
وفي خروجك م الخطر
ها سترك م الريح وإيدي
تكون مظله في المطر
ق
تختبر في كل يوم
إنك على قلبي عزيز"
371,أَشْوَاقْ للبركه جُوَّانَا تشْبِعْنَا رِضَى وتفِيضْ فِينَا,"أَشْوَاقْ للبركه جُوَّانَا
تشْبِعْنَا رِضَى وتفِيضْ فِينَا
تغْمُرنَا البَرَكَه وتمْلانَا
أَنْهَارهَا تفِيضْ مِن حَوَالينَا
1
وبرُوحَكْ تُثْمِر فِي حَيَاتنَا
وتبَيِّنْ ثَمَر الرُّوحْ فِينَا
وبنعْطَشْ لِحَيَاة البَرَكَه
100 ضِعْف وأَكْتَر تدِّينَا
أأمُرْ بِالبَرَكَه في أَيَّامنَا
اِرْجَعْ بِمَرَاحمَكْ واحْيِيِنَا
إِشْرَاقة وَجْهَكْ نسْتَنَّى
ونتُوب وتعَالِجْ أَرَاضِينَا
ق
عَايزينَكْ تيجِي بسُلْطَانكْ
تأمُرْ لِحَيَاتنَا بحُرِّيَّه
نثبتْ فِي الحَقّ يحَرّرْنَا
مِن كُلّ خَطِيّه وعُبُودِيّه
2
مِن كدبْ وبَاطِل نَقِّينَا
وبرُوحْ الحَقّ تنَوّرنَا
ارْسِلْ كَلِمَاتكْ واِشفينَا
اِظْهَرْ فِي سلُوكنَا وغَيّرْنَا
أأمُرْ بِالبَرَكَه في أَيَّامنَا
اِرْجَعْ بِمَرَاحمَكْ واحْيِيِنَا
إِشْرَاقة وَجْهَكْ نسْتَنَّى
ونتُوب وتعَالِجْ أَرَاضِينَا
ق
عايزينك تمْلُكْ فِي حَيَاتنَا
وبقوّة رُوحكْ عيش فِينَا
تسْكُنْ فِي القَلْب وتمْلانَا
مِن غير وَلا رُكْن يكُون لينَا
3
امْلُكْ فِي القَلْب وعَلِّمْنَا
ندّي لَك رَاحتَك فِي كِيَاننَا
نَوّرْ أَذْهَاننَا وفَهِّمْنَا
واتعَاملْ مَع بُطء إِيمَاننَا
أأمُرْ بِالبَرَكَه في أَيَّامنَا
اِرْجَعْ بِمَرَاحمَكْ واحْيِيِنَا
إِشْرَاقة وَجْهَكْ نسْتَنَّى
ونتُوب وتعَالِجْ أَرَاضِينَا
ق"
372,عايز أقضي حياتي بقربك وقت هنايَ ووقت آلامي,"عايز أقضي حياتي بقربك
وقت هنايَ ووقت آلامي
عايز اتمتع ربي بشخصك
(ويزيد فرحي بيك وسلامي)
1
(مش ممكن يشبعني العالم
حتى ولو حقق طلباتي
باطل فاني وقبض الريح
لكن ربي بيغني حياتي)
ق
مش ممكن تحنيني تجارب
وانت الرب إلهي راعيَّ
يا اللي ضمنت حياتي ها تقدر
(تضمن لي الأيام الجايه)
2
(مش ممكن يشبعني العالم
حتى ولو حقق طلباتي
باطل فاني وقبض الريح
لكن ربي بيغني حياتي)
ق
وان بدا قلبي يميل للعالم
ييجي حبيبي ويهمس ليَّ
دا انا حررتك ليَّ اخترتك
(وبقيت إنت الغالي عليَّ)
3
(مش ممكن يشبعني العالم
حتى ولو حقق طلباتي
باطل فاني وقبض الريح
لكن ربي بيغني حياتي)
ق"
